,type,id,brand,name,rating,volume,price,tag_good,tag_bad,ingredient_count,caution,allergy,efficacy,oily_skin,dry_skin,sensitive_skin
406,크림,1889139,에스네이처,아쿠아 스쿠알란 수분크림,4.56,60ml,"28,000","수분있는(11,553), 보습되는(7,060), 잘발리는(5,610), 흡수되는(3,827), 자극없는(3,273), 끈적하지않은(2,071), 가벼운(1,857)","유분있는(3,649), 유수분밸런스좋지않은(334), 가려운(311), 겉도는(300), 미끌거리는(191), 따가운(183), 때처럼나오는(52)",27,0,0,"피부 보습(22), 피부 보호(3), 피부 미백(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
407,크림,1995168,메이크프렘,인테카 수딩 크림,4.64,80ml,"32,000","진정되는(1,505), 잘발리는(938), 수분있는(935), 보습되는(772), 흡수되는(567), 자극없는(498), 가벼운(407)","유분있는(407), 가려운(39), 유수분밸런스좋지않은(23), 인공향나는(20), 미끌거리는(13), 때처럼나오는(5), 눈통증있는(5)",30,0,0,"피부 보습(18), 피부 미백(3), 피부 보호(2), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(0)","Good(3), Bad(0)","Good(0), Bad(0)"
408,크림,2017686,웰라쥬,리얼 히알루로닉 100 크림,4.61,50ml,"24,000","보습되는(918), 수분있는(827), 흡수되는(418), 잘발리는(402), 속건조해결되는(274), 리치한(251), 끈적하지않은(220)","유분있는(187), 인공향나는(44), 모공관리안되는(29), 유수분밸런스좋지않은(27), 때처럼나오는(9), 눈통증있는(9), 마르는(3)",63,0,0,"피부 보습(39), 피부 보호(8), 피부 미백(6), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(3)","Good(6), Bad(0)","Good(1), Bad(1)"
409,크림,2091467,프리메이,진정한 수분크림,4.64,100ml,"28,000","수분있는(923), 보습되는(676), 향에만족한(596), 잘발리는(477), 흡수되는(446), 자극없는(329), 가벼운(308)","유분있는(227), 따가운(78), 가려운(28), 인공향나는(26), 유수분밸런스좋지않은(22), 미끌거리는(16), 향지속되지않는(13)",48,0,0,"피부 보습(27), 피부 보호(10), 피부 미백(2), 주름 개선(1), 여드름 완화(1)","Good(0), Bad(0)","Good(5), Bad(0)","Good(0), Bad(1)"
410,크림,2067669,홀리카홀리카,세라베리어 모이스처 액티브 크림,4.65,50ml,"30,000","보습되는(1,454), 수분있는(794), 잘발리는(506), 향에만족한(505), 흡수되는(499), 리치한(323), 쫀득한(315)","유분있는(230), 도구내장되어있지않은(114), 모공관리안되는(32), 유수분밸런스좋지않은(18), 인공향나는(17), 쿨링안되는(4), 마르는(3)",74,0,2,"피부 보습(33), 피부 보호(18), 피부 미백(9)","Good(1), Bad(3)","Good(5), Bad(0)","Good(1), Bad(2)"
411,크림,1875300,피지오겔,DMT 페이셜크림,4.19,150ml,"47,500","보습되는(9,533), 수분있는(6,446), 자극없는(4,580), 잘발리는(2,724), 흡수되는(1,499), 끈적하지않은(662), 속건조해결되는(630)","유분있는(6,788), 향이아쉬운(955), 밀림있는(717), 답답한(641), 겉도는(618), 리치한(351), 미끌거리는(325)",13,0,0,"피부 보습(8), 피부 미백(4), 피부 보호(1)","Good(0), Bad(2)","Good(2), Bad(0)","Good(0), Bad(0)"
412,크림,2060941,딕셔니스트,아미노산 크림,4.66,50ml,"38,000","보습되는(1,094), 수분있는(666), 잘발리는(475), 흡수되는(340), 향에만족한(249), 속건조해결되는(225), 리치하지않은(220)","유분있는(303), 답답한(49), 유수분밸런스좋지않은(35), 미끌거리는(21), 모공관리안되는(10), 인공향나는(7), 잔여물남는(6)",33,0,0,"피부 보습(21), 피부 보호(6), 피부 미백(5), 수분 증발 차단(1)","Good(0), Bad(2)","Good(4), Bad(0)","Good(0), Bad(0)"
413,크림,1972442,일리윤,세라마이드 아토 집중 크림,4.45,200ml,"21,900","보습되는(4,373), 수분있는(2,243), 흡수되는(1,237), 잘발리는(1,102), 끈적하지않은(796), 향에만족한(754), 자극없는(674)","알갱이있는(1,052), 유분있는(765), 답답한(186), 밀림있는(125), 미끌거리는(89), 뻑뻑한(82), 유수분밸런스좋지않은(60)",42,0,0,"피부 보습(15), 피부 미백(6), 피부 보호(6), 수렴 진정(1)","Good(0), Bad(3)","Good(3), Bad(0)","Good(0), Bad(0)"
414,크림,1977279,아토팜,MLE 크림,4.73,160ml,"50,000","보습되는(1,745), 수분있는(841), 흡수되는(689), 자극없는(621), 잘발리는(612), 리치한(524), 향에만족한(455)","유분있는(153), 답답한(56), 밀림있는(47), 인공향나는(36), 모공관리안되는(25), 유수분밸런스좋지않은(12), 향지속되지않는(7)",51,0,0,"피부 보습(29), 피부 미백(10), 피부 보호(7), 주름 개선(1)","Good(1), Bad(2)","Good(6), Bad(0)","Good(2), Bad(1)"
415,크림,2053224,원진이펙트,멜라리스 크림,4.54,80g,"43,000","잘발리는(816), 수분있는(737), 보습되는(688), 향에만족한(560), 흡수되는(513), 끈적하지않은(298), 자극없는(243)","유분있는(149), 인공향나는(77), 모공관리안되는(21), 유수분밸런스좋지않은(18), 눈통증있는(13), 지속안되는(10), 향지속되지않는(7)",46,1,0,"피부 보습(24), 피부 보호(7), 피부 미백(3), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(1)","Good(3), Bad(0)","Good(0), Bad(0)"
416,크림,1817580,라운드랩,자작나무 수분 크림,4.37,80ml,"32,000","수분있는(7,345), 자극없는(3,129), 잘발리는(3,076), 보습되는(2,899), 흡수되는(2,746), 가벼운(1,849), 유분없는(1,745)","알갱이있는(2,468), 유수분밸런스좋지않은(207), 지속안되는(194), 겉도는(179), 가려운(150), 따가운(142), 마르는(61)",38,0,0,"피부 보습(23), 피부 보호(5), 피부 미백(2)","Good(0), Bad(0)","Good(5), Bad(0)","Good(1), Bad(0)"
417,크림,1939276,에스트라,아토베리어365 하이드로 수딩크림,4.53,60ml,"33,000","수분있는(800), 보습되는(528), 가벼운(401), 흡수되는(382), 잘발리는(382), 자극없는(291), 끈적하지않은(212)","모공관리안되는(59), 유수분밸런스좋지않은(18), 가려운(18), 지속안되는(13), 마르는(5), 때처럼나오는(2), 향지속되지않는(1)",42,0,0,"피부 보습(20), 피부 보호(7), 피부 미백(2), 수렴 진정(1)","Good(0), Bad(3)","Good(2), Bad(0)","Good(0), Bad(0)"
418,크림,1896519,리얼베리어,익스트림 크림,4.25,50ml,"38,000","보습되는(4,556), 수분있는(2,747), 리치한(1,520), 자극없는(1,494), 흡수되는(1,359), 잘발리는(1,324), 쫀득한(684)","유분있는(955), 밀림있는(367), 답답한(284), 모공관리안되는(159), 가려운(146), 뻑뻑한(138), 인공향나는(98)",47,0,0,"피부 보습(24), 피부 보호(10), 피부 미백(6)","Good(1), Bad(1)","Good(5), Bad(0)","Good(2), Bad(1)"
419,크림,2073844,테라로직,레틴A 안티 링클 3D 크림,4.52,20g,"48,000","향에만족한(258), 잘발리는(213), 보습되는(190), 흡수되는(172), 자극없는(166), 수분있는(140), 피부결좋아지는(114)","인공향나는(24), 눈통증있는(5), 유수분밸런스좋지않은(3), 때처럼나오는(2), 마르는(1)",66,2,0,"피부 보습(37), 피부 보호(10), 피부 미백(6), 여드름 완화(3), 주름 개선(1), 수렴 진정(1)","Good(2), Bad(0)","Good(7), Bad(0)","Good(3), Bad(1)"
420,크림,2094553,일루미엘,물먹 수분 찬물크림,4.51,50ml,"20,000","수분있는(333), 흡수되는(196), 보습되는(190), 향에만족한(185), 잘발리는(172), 가벼운(134), 쿨링되는(130)","인공향나는(34), 유수분밸런스좋지않은(16), 모공관리안되는(8), 마르는(6), 가려운(6), 따가운(6), 때처럼나오는(5)",44,1,0,"피부 보습(26), 피부 미백(5), 피부 보호(3), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(2)","Good(3), Bad(0)","Good(0), Bad(0)"
421,크림,2034414,라네즈,퍼펙트 리뉴 레티놀,4.67,30ml,"75,000","잘발리는(139), 자극없는(138), 향에만족한(125), 흡수되는(92), 수분있는(89), 보습되는(49), 모공관리되는(45)","인공향나는(31), 가려운(7), 향지속되지않는(4), 알갱이있는(3), 지속안되는(1), 도구내장되어있는(1), 뻣뻣한(1)",52,2,0,"피부 보습(27), 피부 보호(6), 피부 미백(5), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(4)","Good(7), Bad(0)","Good(1), Bad(1)"
422,크림,2017083,토리든,밸런스풀 시카 진정 크림,4.62,80ml,"24,000","진정되는(955), 수분있는(922), 흡수되는(484), 잘발리는(458), 자극없는(444), 가벼운(430), 보습되는(375)","인공향나는(63), 속건조해결안되는(42), 지속안되는(21), 유수분밸런스좋지않은(16), 마르는(13), 내장도구가안좋은(7), 때처럼나오는(4)",44,0,0,"피부 보습(23), 피부 보호(6), 피부 미백(1)","Good(1), Bad(0)","Good(3), Bad(0)","Good(1), Bad(0)"
423,크림,2086468,퓨리피아,메타바이옴 바운스 크림,4.56,50ml,"30,500","보습되는(222), 흡수되는(219), 수분있는(215), 알갱이있는(176), 쫀득한(160), 잘발리는(129), 리치한(107)","밀림있는(57), 도구내장되어있지않은(41), 때처럼나오는(13), 유수분밸런스좋지않은(10), 뻑뻑한(9), 가려운(7), 따가운(6)",47,0,0,"피부 보습(22), 피부 보호(12), 피부 미백(2), 수렴 진정(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(1)","Good(3), Bad(0)","Good(1), Bad(0)"
424,크림,2003677,니즈덤,울트라 릴리프 베리어 밤,4.61,80ml,"48,000","보습되는(264), 수분있는(123), 자극없는(116), 잘발리는(99), 흡수되는(97), 향에만족한(64), 리치하지않은(54)","유분있는(58), 인공향나는(14), 모공관리안되는(8), 유수분밸런스좋지않은(6), 눈통증있는(5), 쿨링안되는(2)",28,0,0,"피부 보호(11), 피부 보습(9), 피부 미백(1)","Good(0), Bad(1)","Good(4), Bad(0)","Good(0), Bad(0)"
425,크림,1997635,바이위시트렌드,비타민 어메이징 바쿠치올 나이트 크림,4.49,30g,"33,000","잘발리는(304), 자극없는(284), 보습되는(241), 수분있는(183), 흡수되는(166), 향에만족한(165), 피부결좋아지는(139)","유분있는(144), 인공향나는(36), 답답한(23), 가려운(20), 겉도는(18), 유수분밸런스좋지않은(9), 마르는(9)",42,0,0,"피부 보습(28), 피부 보호(6), 피부 미백(4), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(0)","Good(5), Bad(0)","Good(0), Bad(0)"
426,크림,2015321,파티온,노스카나인 트러블 크림,4.50,45ml,"32,000","흡수되는(261), 잘발리는(260), 진정되는(241), 보습되는(176), 자극없는(129), 수분있는(119), 끈적하지않은(113)","모공관리안되는(22), 유수분밸런스좋지않은(12), 인공향나는(11), 때처럼나오는(5), 마르는(1), 향지속되지않는(1), 눈통증있는(1)",56,0,0,"피부 보습(29), 피부 미백(6), 피부 보호(6)","Good(1), Bad(1)","Good(3), Bad(0)","Good(1), Bad(0)"
427,크림,1896937,시드물,마다가스카르 리얼 수분크림,4.27,80g,"23,800","수분있는(4,032), 잘발리는(1,718), 자극없는(1,681), 유분없는(1,449), 흡수되는(1,371), 가벼운(1,129), 끈적하지않은(771)","보습안되는(1,540), 유수분밸런스좋지않은(200), 따가운(177), 지속안되는(134), 가려운(105), 겉도는(69), 인공향나는(54)",30,0,0,"피부 보습(26), 피부 보호(4), 피부 미백(2), 주름 개선(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(0)"
428,크림,1873411,오울루,버치 아토 모이스처 크림,4.75,80ml,"30,000","보습되는(726), 수분있는(588), 흡수되는(544), 잘발리는(542), 자극없는(488), 끈적하지않은(293), 향에만족한(279)","지속안되는(27), 인공향나는(17), 유수분밸런스좋지않은(16), 마르는(2), 향지속되지않는(2), 뻣뻣한(1), 잔향좋은(1)",15,0,0,"피부 보습(5), 피부 미백(4), 피부 보호(2)","Good(0), Bad(0)","Good(2), Bad(0)","Good(0), Bad(0)"
429,크림,2027530,리더스코스메틱,그린 콜라겐 아이크림 포 페이스,4.65,30ml,"28,000","잘발리는(332), 수분있는(256), 흡수되는(242), 향에만족한(214), 보습되는(159), 자극없는(151), 끈적하지않은(103)","인공향나는(5), 가려운(5), 모공관리안되는(2), 유수분밸런스좋지않은(2), 향지속되지않는(1), 때처럼나오는(1)",54,0,0,"피부 보습(28), 피부 미백(8), 피부 보호(7), 주름 개선(1), 여드름 완화(1)","Good(1), Bad(1)","Good(6), Bad(0)","Good(1), Bad(1)"
430,크림,1978982,이즈앤트리,어니언 뉴페어 겔 크림,4.47,50 ml / 1.69 fl. oz.,"32,000","수분있는(368), 잘발리는(359), 흡수되는(250), 보습되는(218), 자극없는(202), 가벼운(187), 끈적하지않은(156)","밀림있는(52), 때처럼나오는(20), 따가운(15), 가려운(11), 유수분밸런스좋지않은(8), 뻑뻑한(5), 마르는(4)",44,0,0,"피부 보습(25), 피부 보호(4), 피부 미백(2), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(1)"
431,크림,2017977,마녀공장,판테토인 크림,4.67,80ml,"42,000","보습되는(600), 수분있는(295), 잘발리는(266), 흡수되는(192), 자극없는(161), 끈적하지않은(116), 속건조해결되는(101)","유분있는(108), 유수분밸런스좋지않은(14), 때처럼나오는(4), 각질제거안되는(4), 모공관리안되는(2), 인공향나는(1), 눈통증있는(1)",52,0,0,"피부 보습(18), 피부 보호(11), 피부 미백(9), 주름 개선(1), 수렴 진정(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
432,크림,2020890,닥터지,블랙 스네일 크림,4.56,50ml,"27,000","보습되는(271), 수분있는(165), 잘발리는(114), 쫀득한(94), 향에만족한(75), 흡수되는(59), 끈적하지않은(50)","유분있는(139), 답답한(18), 밀림있는(15), 겉도는(12), 인공향나는(9), 냄새지독한(6), 따가운(6)",74,2,5,"피부 보습(35), 피부 보호(13), 피부 미백(9), 주름 개선(2), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(3)","Good(5), Bad(1)","Good(0), Bad(1)"
433,크림,2040875,닥터오라클,레티노타이트닝 더블 콜라겐 레티놀 크림,4.68,50ml,"35,000","자극없는(356), 잘발리는(336), 흡수되는(232), 수분있는(200), 보습되는(187), 끈적하지않은(159), 쫀득한(109)","밀림있는(6), 눈통증있는(5), 유수분밸런스좋지않은(5), 인공향나는(3), 알갱이있는(1)",69,0,0,"피부 보습(40), 피부 보호(10), 피부 미백(3), 주름 개선(3), 수렴 진정(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(3)","Good(7), Bad(0)","Good(2), Bad(0)"
434,크림,1892879,바이오더마,시카비오 포마드,4.22,40ml,"25,000","보습되는(1,095), 수분있는(554), 진정되는(358), 쫀득한(188), 윤기나는(173), 속건조해결되는(136), 뒤집어지지않는(131)","유분있는(666), 리치한(347), 끈적한(302), 잘안발리는(199), 흡수안되는(192), 밀림있는(165), 답답한(80)",27,1,0,"피부 보습(13), 피부 미백(2), 피부 보호(2), 주름 개선(1)","Good(0), Bad(0)","Good(3), Bad(0)","Good(0), Bad(0)"
435,크림,2025497,아임프롬,리코리스 카밍 크림,4.49,50ml,"28,000","수분있는(206), 보습되는(181), 진정되는(180), 잘발리는(177), 흡수되는(171), 향에만족한(136), 자극없는(115)","인공향나는(14), 향지속되지않는(11), 지속안되는(6), 때처럼나오는(3), 유수분밸런스좋지않은(3), 마르는(3), 알콜냄새나는(1)",39,0,0,"피부 보습(20), 피부 미백(4), 피부 보호(2), 수렴 진정(1), 수분 증발 차단(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(0), Bad(0)"
436,크림,1802674,셀퓨전씨,카밍 다운 크림,4.41,50ml,"36,000","진정되는(523), 잘발리는(303), 수분있는(299), 보습되는(209), 흡수되는(205), 향에만족한(167), 자극없는(139)","유분있는(115), 밀림있는(73), 모공관리안되는(23), 속건조해결안되는(21), 답답한(18), 인공향나는(17), 냄새지독한(11)",69,1,1,"피부 보습(47), 피부 보호(10), 피부 미백(5), 수렴 진정(1), 황산화(1)","Good(2), Bad(2)","Good(4), Bad(0)","Good(5), Bad(0)"
437,크림,1905233,아비브,부활초 크림 뉴트리션 튜브,4.47,75ml,"35,000","보습되는(349), 수분있는(207), 리치한(188), 잘발리는(154), 흡수되는(146), 자극없는(99), 유분없는(76)","모공관리안되는(10), 유수분밸런스좋지않은(4), 미끌거리는(4), 때처럼나오는(3), 뻣뻣한(2), 눈통증있는(1), 마르는(1)",40,0,0,"피부 보습(16), 피부 보호(7), 피부 미백(5), 주름 개선(2), 여드름 완화(1)","Good(0), Bad(3)","Good(5), Bad(0)","Good(0), Bad(0)"
438,크림,1986929,센텔리안24,더 마데카 크림,4.35,15ml,"19,500","보습되는(199), 수분있는(167), 잘발리는(143), 진정되는(66), 흡수되는(65), 향에만족한(63), 자극없는(41)","유분있는(112), 리치한(23), 가려운(19), 따가운(18), 인공향나는(15), 답답한(12), 겉도는(10)",62,0,4,"피부 보습(36), 피부 보호(9), 피부 미백(4), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(3)"
439,크림,2015377,다자연,어성초 진정 수딩 크림,4.69,75ml,"18,000","수분있는(733), 진정되는(485), 잘발리는(438), 자극없는(433), 흡수되는(420), 가벼운(395), 보습되는(308)","유수분밸런스좋지않은(29), 모공관리안되는(24), 지속안되는(13), 마르는(6), 때처럼나오는(2), 인공향나는(2)",50,0,0,"피부 보습(35), 피부 미백(3), 피부 보호(3), 주름 개선(1), 수분 증발 차단(1)","Good(1), Bad(1)","Good(6), Bad(0)","Good(1), Bad(0)"
440,크림,1948859,아이소이,모이스춰 닥터 크림,4.43,70ml,"36,000","수분있는(565), 보습되는(385), 잘발리는(205), 가벼운(183), 흡수되는(183), 향에만족한(129), 진정되는(128)","유분있는(112), 따가운(31), 가려운(19), 겉도는(17), 미끌거리는(8), 유수분밸런스좋지않은(8), 인공향나는(5)",36,0,1,"피부 보습(26), 피부 미백(3), 피부 보호(2)","Good(1), Bad(0)","Good(4), Bad(0)","Good(0), Bad(1)"
441,크림,2042900,브링그린,티트리시카수딩크림플러스,4.30,100ml,"19,000","수분있는(125), 진정되는(101), 가벼운(96), 흡수되는(90), 잘발리는(72), 향에만족한(66), 자극없는(58)","보습안되는(129), 따가운(39), 속건조해결안되는(23), 유수분밸런스좋지않은(7), 지속안되는(6), 가려운(6), 겉도는(6)",22,0,0,"피부 보습(10), 피부 보호(2), 피부 미백(1), 수분 증발 차단(1)","Good(1), Bad(0)","Good(1), Bad(0)","Good(0), Bad(1)"
442,크림,1952983,제로이드,인텐시브 크림,4.38,80ml,"30,000","보습되는(1,277), 자극없는(861), 수분있는(571), 잘발리는(431), 흡수되는(346), 진정되는(158), 끈적하지않은(152)","유분있는(266), 향이아쉬운(79), 밀림있는(58), 답답한(51), 겉도는(36), 모공관리안되는(35), 유수분밸런스좋지않은(21)",26,0,0,"피부 보습(9), 피부 보호(6), 피부 미백(5)","Good(0), Bad(1)","Good(2), Bad(0)","Good(0), Bad(0)"
443,크림,1995165,비플레인,시카테롤 크림,4.49,60ml,"28,000","진정되는(521), 수분있는(374), 보습되는(316), 잘발리는(289), 자극없는(220), 흡수되는(202), 가벼운(123)","유분있는(130), 향이아쉬운(97), 답답한(20), 유수분밸런스좋지않은(17), 겉도는(15), 인공향나는(14), 미끌거리는(9)",31,0,0,"피부 보습(20), 피부 보호(6), 피부 미백(2), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
444,크림,1910242,오울루,버치 아토 판테놀 리페어크림,4.68,50ml,"40,000","보습되는(455), 잘발리는(284), 수분있는(278), 흡수되는(248), 자극없는(211), 끈적하지않은(120), 향에만족한(115)","유분있는(58), 미끌거리는(11), 유수분밸런스좋지않은(6), 인공향나는(6), 때처럼나오는(1), 마르는(1), 뻣뻣한(1)",22,0,0,"피부 보습(10), 피부 미백(4), 피부 보호(2)","Good(0), Bad(0)","Good(3), Bad(0)","Good(0), Bad(0)"
445,크림,2090528,아비브,수분초 히알루론 크림 하이드레이팅 팟,4.71,80ml,"35,000","수분있는(139), 보습되는(75), 흡수되는(53), 잘발리는(49), 가벼운(47), 끈적하지않은(38), 자극없는(36)","유분있는(19), 때처럼나오는(3), 유수분밸런스좋지않은(1), 마르지않는(1), 따가운(1), 향지속되지않는(1), 인공향나는(1)",48,0,0,"피부 보습(37), 피부 미백(4), 피부 보호(4)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(0)"
446,크림,2074881,제나벨,PDRN 리쥬비네이팅 크림,4.61,70ml,"33,000","보습되는(113), 잘발리는(99), 흡수되는(88), 향에만족한(75), 수분있는(69), 끈적하지않은(50), 유분없는(48)","인공향나는(13), 뻑뻑한(8), 가려운(5), 유수분밸런스좋지않은(2), 때처럼나오는(2), 각질제거안되는(1), 향지속되지않는(1)",45,3,0,"피부 보습(29), 피부 보호(6), 피부 미백(4), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(0)","Good(7), Bad(0)","Good(1), Bad(0)"
447,크림,2038059,한율,어린쑥 수분진정 크림,4.45,55ml,"38,000","수분있는(204), 향에만족한(172), 보습되는(115), 진정되는(100), 잘발리는(95), 흡수되는(81), 자극없는(71)","유분있는(53), 따가운(12), 인공향나는(8), 가려운(7), 모공관리안되는(7), 지속안되는(5), 겉도는(5)",39,1,0,"피부 보습(14), 피부 보호(7), 피부 미백(2), 수분 증발 차단(1)","Good(0), Bad(2)","Good(4), Bad(0)","Good(0), Bad(0)"
448,크림,2087335,리브엠,워터핏 8중 수분착붙 크림,4.69,100ml,"32,000","수분있는(246), 보습되는(149), 잘발리는(96), 흡수되는(90), 자극없는(64), 끈적하지않은(55), 가벼운(40)","유분있는(53), 답답한(15), 미끌거리는(6), 유수분밸런스좋지않은(3), 인공향나는(3), 잔여물남는(2)",41,0,0,"피부 보습(24), 피부 미백(5), 피부 보호(5), 여드름 완화(1)","Good(1), Bad(1)","Good(5), Bad(0)","Good(1), Bad(1)"
449,크림,1860291,제로이드,수딩 크림,4.24,80ml,"27,000","자극없는(981), 수분있는(471), 잘발리는(431), 흡수되는(414), 유분없는(355), 끈적하지않은(218), 진정되는(186)","보습안되는(756), 향이아쉬운(81), 속건조해결안되는(73), 밀림있는(70), 모공관리안되는(63), 답답한(40), 겉도는(26)",22,0,0,"피부 보습(10), 피부 보호(5), 피부 미백(3)","Good(0), Bad(1)","Good(2), Bad(0)","Good(0), Bad(0)"
450,크림,2083896,커브,비-밸런스 집중크림,4.71,70ml,"29,000","보습되는(234), 수분있는(148), 흡수되는(137), 잘발리는(99), 끈적하지않은(73), 가벼운(72), 리치하지않은(66)","인공향나는(25), 지속안되는(5), 유수분밸런스좋지않은(2), 시원한향나는(1), 때처럼나오는(1), 마르는(1), 알콜냄새나는(1)",65,0,0,"피부 보습(41), 피부 보호(7), 피부 미백(6)","Good(2), Bad(1)","Good(7), Bad(0)","Good(2), Bad(1)"
451,크림,2023973,닥터지,레드 블레미쉬 클리어 크림,4.52,70ml,"36,000","수분있는(177), 보습되는(98), 잘발리는(82), 자극없는(61), 가벼운(55), 흡수되는(51), 진정되는(47)","유분있는(54), 밀림있는(9), 따가운(9), 답답한(7), 겉도는(6), 미끌거리는(6), 가려운(5)",39,0,0,"피부 보습(26), 피부 보호(5), 피부 미백(3), 수분 증발 차단(1)","Good(0), Bad(0)","Good(4), Bad(0)","Good(0), Bad(0)"
452,크림,2006797,코스알엑스,더 레티놀 0.1 크림,4.57,20ml,"25,000","자극없는(199), 모공관리되는(117), 잘발리는(115), 피부결좋아지는(77), 흡수되는(60), 수분있는(56), 보습되는(46)","따가운(49), 유분있는(23), 흘러내리는(12), 가려운(11), 인공향나는(6), 밀림있는(4), 미끌거리는(3)",51,1,0,"피부 보습(24), 피부 미백(9), 피부 보호(6), 여드름 완화(2), 수분 증발 차단(1)","Good(1), Bad(4)","Good(7), Bad(0)","Good(1), Bad(1)"
453,크림,2049730,이니스프리,레티놀 시카 흔적 장벽 크림,4.63,50ml,"35,000","자극없는(156), 잘발리는(122), 수분있는(106), 흡수되는(94), 가벼운(71), 보습되는(64), 진정되는(43)","따가운(24), 가려운(4), 속건조해결안되는(3), 유수분밸런스좋지않은(3), 지속안되는(2), 눈통증있는(2), 마르는(1)",45,0,0,"피부 보습(25), 피부 미백(6), 피부 보호(5), 여드름 완화(2), 수분 증발 차단(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(1)"
454,크림,1942105,코스노리,아보카도 아이크림,4.58,15ml,"16,000","잘발리는(633), 수분있는(554), 흡수되는(435), 자극없는(353), 보습되는(327), 끈적하지않은(171), 가벼운(163)","지속안되는(16), 가려운(11), 유수분밸런스좋지않은(10), 인공향나는(7), 마르는(4), 때처럼나오는(3), 뻣뻣한(2)",45,0,0,"피부 보습(23), 피부 보호(8), 피부 미백(3), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(1)","Good(3), Bad(0)","Good(0), Bad(0)"
455,크림,1998077,비욘드,엔젤아쿠아 수분 진정크림,4.44,150ml + 150ml,"25,000","수분있는(337), 보습되는(144), 자극없는(138), 가벼운(109), 잘발리는(100), 흡수되는(90), 진정되는(72)","밀림있는(133), 때처럼나오는(74), 가려운(20), 지속안되는(12), 겉도는(11), 유수분밸런스좋지않은(9), 마르는(8)",37,0,0,"피부 보습(24), 피부 보호(7), 피부 미백(3), 주름 개선(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(0)"
456,크림,2059341,키엘,울트라 훼이셜 크림,4.35,50ml,"49,000","수분있는(123), 보습되는(112), 잘발리는(72), 흡수되는(44), 끈적하지않은(26), 가벼운(21), 자극없는(19)","따가운(41), 유분있는(32), 답답한(8), 뒤집어지는(4), 가려운(4), 미끌거리는(4), 유수분밸런스좋지않은(4)",35,3,0,"피부 보습(13), 피부 미백(12), 피부 보호(4), 수렴 진정(1), 각질 제거(1)","Good(1), Bad(3)","Good(3), Bad(0)","Good(0), Bad(2)"
457,크림,2069561,비플레인,시카테롤 캡슐 베리어 크림,4.60,50ml,"32,000","보습되는(315), 수분있는(152), 진정되는(143), 잘발리는(126), 자극없는(92), 리치한(78), 흡수되는(72)","유분있는(136), 유수분밸런스좋지않은(17), 답답한(13), 밀림있는(12), 가려운(11), 미끌거리는(9), 겉도는(9)",55,0,0,"피부 보습(29), 피부 보호(10), 피부 미백(5), 수렴 진정(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(2)","Good(5), Bad(0)","Good(1), Bad(1)"
458,크림,2031373,닥터지,더모이스처 배리어.D 인텐스 크림,4.70,100ml,"38,000","보습되는(299), 수분있는(144), 자극없는(96), 잘발리는(81), 흡수되는(72), 향에만족한(58), 속건조해결되는(51)","유분있는(60), 답답한(19), 모공관리안되는(10), 마르는(3), 눈통증있는(2), 유수분밸런스좋지않은(2), 인공향나는(1)",63,0,0,"피부 보습(30), 피부 보호(7), 피부 미백(6), 주름 개선(1)","Good(1), Bad(3)","Good(3), Bad(0)","Good(1), Bad(0)"
459,크림,2085442,휘게,내추럴 리페어 크림,4.73,50ml,"35,000","보습되는(159), 흡수되는(100), 쫀득한(81), 수분있는(81), 잘발리는(76), 리치한(56), 향에만족한(51)","도구내장되어있지않은(8), 모공관리안되는(5), 뻑뻑한(3), 때처럼나오는(3), 마르는(2), 인공향나는(2), 눈통증있는(1)",48,0,0,"피부 보습(25), 피부 미백(8), 피부 보호(6), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(1)","Good(5), Bad(0)","Good(0), Bad(1)"
